,Papel,Segmento,Cotação,FFO Yield,Dividend Yield,P/VP,Valor de Mercado,Liquidez,Qtd de imóveis,Preço do m2,Aluguel por m2,Cap Rate,Vacância Média,Endereço
332,SDIP11,Lajes Corporativas,"88,00","1,87%","0,00%","0,92",371.533.000,0,5,"10.830,70","415,40","3,84%","8,35%","Rua Treze de Maio, nº 1.633  Bela Vista  São Paulo  SP, Rua Itapeva, nº 538  Bela Vista  São Paulo, SP,Rua James Joule, 65 - Berrini - São Paulo - SP,Av. Presidente Juscelino Kubitschek, 1830 e Rua Leopoldo Couto de Magalhês Júnior, 1461, no 28º Subdistrito - Jardim Paulista, São Paulo - SP,Rua Paes Leme, 524, no 45º Subdistrito  Pinheiros, São Paulo  SP"
333,SEED11,Híbrido,"98,99","13,37%","10,87%","1,11",162.344.000,31.262,0,"0,00","0,00","0,00%","0,00%",
334,SEQR11,Outros,"60,79","12,42%","13,00%","0,65",97.783.900,217.774,4,"2.322,94","338,77","14,58%","0,00%","Rua Nova York, 245, São Paulo - SP, CEP 04560-000,Rua Ewbank da Câmara, nº 48, Rio de Janeiro - RJ, CEP 21310-150,Rua Walter Martins da Silva, nº 500, Santo Antônio da Patrula - RS, CEP 95500-000,Rua José Albino Pereira, 342, Jandira - SP, CEP 06612-001"
335,SHDP11B,Shoppings,"1.210,05","7,40%","7,48%","0,94",1.776.100.000,0,1,"13.473,00","1.200,09","8,91%","4,50%","Avenida Guilherme Campos, 500, Parque Das Flores, Campinas/SP, Brasil, 13087-635"
336,SHOP11,Híbrido,"68,00","-0,84%","0,00%","1,41",100.726.000,21,1,"3.632,67","231,03","6,36%","18,69%","Avenida Centenário, 555, Passo das Pedras, Gravataí/RS, Brasil, 94035-240"
337,SHPH11,Shoppings,"750,00","6,49%","5,88%","0,84",456.713.000,172.085,1,"13.217,20","1.101,84","8,34%","8,95%","Rua Dr. Veiga Filho, 133, Higienópolis, São Paulo - SP"
338,SIGR11,Títulos e Val. Mob.,"100,00","13,42%","8,66%","0,99",38.939.500,23.277,0,"0,00","0,00","0,00%","0,00%",
339,SNAG11,Híbrido,"100,50","6,17%","10,91%","1,00",301.500.000,1.062.670,3,"64,07","5,22","8,14%","0,00%","Rodovia BR-163/ Sorriso - MT,Rodovia MT-130/ Primavera do Leste - MT,Rodovia MT-130/ Primavera do Leste - MT"
340,SNCI11,Títulos e Val. Mob.,"99,89","9,76%","13,85%","1,01",419.538.000,645.474,0,"0,00","0,00","0,00%","0,00%",
341,SNCR11,,"97,80","19,21%","0,00%","0,95",176.767.000,0,0,"0,00","0,00","0,00%","0,00%",
342,SNFF11,Títulos e Val. Mob.,"86,01","7,91%","10,68%","0,96",243.408.000,330.835,0,"0,00","0,00","0,00%","0,00%",
343,SNLG11,Híbrido,"36,90","8,30%","0,94%","0,60",69.673.600,43.316,0,"0,00","0,00","0,00%","0,00%",
344,SOLR11,Híbrido,"1.128,06","12,86%","7,26%","1,21",70.935.800,0,1,"8.635,34","1.227,40","14,21%","0,00%","Avenida Jean Khoury Farah, parte da área B, no DISTRITO DE ITAQUERA"
345,SPMO11,Híbrido,"99,00","0,35%","0,43%","0,86",178.965.000,0,0,"0,00","0,00","0,00%","0,00%",
346,SPTW11,Lajes Corporativas,"42,05","17,87%","11,62%","0,75",75.605.900,114.085,1,"5.268,38","1.066,17","20,24%","0,00%","Rua Líbero Badaró, 633/641 e Avenida, Prestes Maia, 98/114  Centro - São Paulo/ SP - Brasil"
347,SPXS11,Híbrido,"91,54","6,09%","8,52%","0,95",113.344.000,384.985,0,"0,00","0,00","0,00%","0,00%",
348,SRVD11,Títulos e Val. Mob.,"5,73","-0,22%","0,00%","909,52",551.719.000,64,0,"0,00","0,00","0,00%","0,00%",
349,STRX11,Híbrido,"15.816,00","0,09%","0,06%","96,44",25.520.000.000,0,2,"383.318,00","360,16","0,09%","4,93%","R. Queluzita, 34 - Fernão Dias, Belo Horizonte - MG, 31910-252,Avenida Pastor Anselmo Silvestre, 1495. Dom Joaquim. Belo Horizonte - MG."
350,TBOF11,Lajes Corporativas,"101,50","-0,11%","1,02%","486,34",1.020.080.000,0,1,"0,00","0,00","0,00%","15,37%","Avenida Jornalista Roberto Marinho, 85, Sem Complemento, Cidade Monções, São Paulo/SP, Brasil, 04576-010"
351,TEPP11,Lajes Corporativas,"85,15","1,93%","7,05%","0,89",359.500.000,908.432,5,"10.479,90","415,40","3,96%","8,35%","Rua Paes Leme, 524, no 45º Subdistrito  Pinheiros, São Paulo  SP,Rua Treze de Maio, nº 1.633  Bela Vista  São Paulo  SP, Rua Itapeva, nº 538  Bela Vista  São Paulo, SP,Rua James Joule, 65 - Berrini - São Paulo - SP,Av. Presidente Juscelino Kubitschek, 1830 e Rua Leopoldo Couto de Magalhês Júnior, 1461, no 28º Subdistrito - Jardim Paulista, São Paulo - SP"
352,TGAR11,Híbrido,"120,20","9,13%","15,39%","1,00",1.656.900.000,3.866.010,4,"76,93","1,94","2,52%","0,00%","Ruas NC-07 e NC-08, s/n, Trindade - GO,Rodovia dos Romeiros, s/n, Trindade - GO,Avenida 85, 603, Goiânia - GO, 74823-310,Rodovia GO-060, s/n, Turvânia - GO"
353,THRA11,Lajes Corporativas,"138,50","2,96%","0,00%","14,52",203.973.000,0,0,"0,00","0,00","0,00%","0,00%","Av. Engenheiro Luis Carlos Berrini, 105, São Paulo, SP"
354,TJKB11,Lajes Corporativas,"271,35","10,73%","2,40%","1,02",205.405.000,7.017,7,"8.080,83","910,52","11,27%","0,00%","Rua Vilela, 800, Tatuapé, São Paulo - SP,Rua Tabapuã, 500,Avenida Conselheiro Rodrigues Alves, 300, Vila Mariana, São Paulo - SP,Rua Marselhesa, 700, Vila Mariana, São Paulo - SP,Avenida Brasil, 350, Jardim Paulista, São Paulo - SP,Rua Pasquale Gallupi,7, Morumbi, São Paulo - SP,Avenida Adolfo Pinheiro, 2366, Santo Amaro, São Paulo - SP"
355,TMPS11,Títulos e Val. Mob.,"105,48","3,75%","0,86%","1,02",103.262.000,43.595,0,"0,00","0,00","0,00%","0,00%",
356,TORD11,Híbrido,"3,77","2,96%","16,51%","0,30",132.144.000,289.184,1,"913,99","0,00","0,00%","0,00%","Rua Mutum do Norte, nº 36, apartamento 401  Torre 23, Tarumã Açu, Manaus - AM"
357,TOUR11,Residencial,"8,80","0,00%","0,00%","0,00",0,0,3,"0,00","0,00","0,00%","0,00%","Rua das Palmeiras, nº677, CEP 09080-160, Santo André, SP.,Rua Doutor Romulo Pasqualini, s/n, CEP 08820-310, Mogi das Cruzes, SP.,Rua Carmo do Rio Verde, nº109, CEP 04729-010, São Paulo, SP."
358,TRNT11,Lajes Corporativas,"114,90","4,07%","4,05%","0,58",452.196.000,33.284,1,"7.169,44","564,73","7,88%","41,63%","Avenida Das Nacoes Unidas, 12901, Sem Complemento, Brooklin Paulista, São Paulo/SP, Brasil, 04578-910"
359,TRXB11,Híbrido,"129,00","7,70%","8,46%","1,12",369.063.000,568.788,12,"3.760,40","469,19","12,48%","0,00%","Avenida Assis Chateaubriand, nº 1.110  Bairro Liberdade  Campina Grande/PB,Rodovia Amaral Peixoto, s/n  Jardim Campomar  Rio das Ostras/RJ,Avenida Independência, s/n, Setor Central  Goiânia/GO,Dourados/MS, Rua México, nº 160  Centro  Araruama/RJ,Avenida Presidente Kennedy, nº 501  São Cristóvão  Teresina/PI,Jequié/BA,Avenida Padre Orlando de Morais, nº 2.147  Parque Amazônia  Goiânia/GO,Bauru/SP,Cidade de Teresina/Piauí,Paulo Afonso/BA, Avenida Milão  Quadra 50/51  Lotes 1, 1/15 e 1/19  Jardim Europa  Goiânia/GO"
360,TRXF11,Híbrido,"104,90","7,71%","10,13%","1,01",1.258.030.000,4.504.210,26,"3.754,78","373,59","9,95%","0,00%","Av. Epitacio Pessoa, S/N, Gleba C - Alto da Alianca, Juazeiro - BA,Rua Dr. Ademar de Barros, 50  Jardim Europa,Av. Waldemar Alves, 230 - São Vicente, Araçatuba - SP, 16050-005,Avenida Bady Bassitt, 5.300,Av. Waldemar Alves, 230 - São Vicente, Araçatuba - SP, 16050-005,Avenida Prof. João Fiusa, S/N  Jardim Canada ,Avenida Senador Saraiva, 835,Praça Tuím  Lote 02  Quadra 206,Avenida Maria Servidei Demarchi, 1897  Demarchi,Av. Dr. Ulisses Guimarães, 423 - Jardim Amazonas, Petrolina - PE,Av. Gov. Jorge Teixeira, 3500 - Industrial, Porto Velho - RO, 76821-064,Avenida Dr. José Ramon Urtiza, 1000  Panamby,Rua Aricambú, 65 - Cordovil - Rio de Janeiro - RJ,Avenida Marte, 624  Alphaville ,Avenida José Paulino, nº 2.600,Av. Presidente Vargas, S/N - Vila da Saúde,Rodovia Federal BR-222, S/N° - Tabapuá  Caucaia - CE ,Avenida Padre Anchieta, 4.580  Vila Vermelha,Av. Barreto de Menezes, 800 - Piedade, Jaboatão dos Guararapes - PE - Loja 05,Rua das Figueiras, nº 1.021  Operário,Avenida José Júlio da Costa, s/n - Ferroviários - MG,Rua Maranhão, 975  Santa Paula,Avenida Regente Feijó, nº 823,Avenida Prof. João Fiusa, S/N  Jardim Canada,Av. Antônio Carlos C de Barros, 365  Vila José Lório,Avenida Guadalajara, s/nº - Jardim Glória"
361,TRXL11,Híbrido,"103,38","5,09%","0,00%","1,05",2.177.900.000,0,20,"4.437,03","217,28","4,90%","0,80%","Avenida Alberto Soares Sampaio, S/n, Capuava, Maua/SP, Brasil, 09380-000,Avenida Francisco Roveri, S/n, Parque Almerinda Pereira Chaves, Jundiai/SP, Brasil, 13212-541,Rua Perola, 350, N/a, Jardim Santa Esmeralda, Hortolandia/SP, Brasil, 13186-546,Rua Dona Catharina Maria De Jesus, 400, Bonsucesso, Guarulhos/SP, Brasil, 07175-500,Estrada De Sao Goncalo, S/ Nº, Altura Aproximada Do Km 530, Humildes , Feira De Santana/BA, Brasil, 44135-000,Avenida Brigadeiro Faria Lima, 186, Pinheiros, Sao Paulo/SP, Brasil, 05426-200,Estrada Municipal Thereza Thomazella, 432, Bairro Dos Pires, Extrema/MG, Brasil, 00037-640,Estrada Ferreira Guedes, 784, Potuvera, Itapecerica Da Serra/SP, Brasil, 06885-150,Rua Sargento Rodoval Cabral Trindade 780, 36º Subdistrito - Vila Maria, Parque Novo Mundo, Sao Paulo/SP, Brasil, 02190-900,Estrada Rio Douro, 800, Mantiquira, Duque De Caxias/RJ, Brasil, 25245-810,Estrada Do Capuava, 1000, Chacara Ondas Verdes, Cotia/SP, Brasil, 06715-725,Rua Ronald Cladstone Negri, 557, Polo De Alta Tecnologia De Campinas Polo I, Campinas/SP, Brasil, 13069-472,Br 116, 2271, Verife, Itaitinga/CE, Brasil, 61880-000,Rodovia Ba535 Via Parafuso, Km 14, Cep 42849-000, S/n, Polo Logístico, Camacari/BA, Brasil,Avenida Charles Goodyear, S/n, Cururuquara, Santana De Parnaiba/SP, Brasil, 06524-115,Rodovia Dom Gabriel Paulino Bueno Couto, Km 80,2, Esquina Com Via Dos Ipes, Bairro Do Jacaré, Cabreuva/SP, Brasil, 13315-000,Avenida Beirario, 5777, Distrito Industrial Deputado Simao Da Cunha, Santa Luzia/MG, Brasil, 33040-260,Rodovia Marechal Rondon, Km 536, 21500, Avenida, Aracatuba/SP, Brasil, 16027-231,Rodovia Br470, 04, Machados, Navegantes/SC, Brasil, 88373-330,Rodovia Anhanguera, S/n, Km 308, Parque Residencial Candido Portinari, Ribeirao Preto/SP, Brasil, 14093-500"
362,TSER11,Lajes Corporativas,"100,00","11,33%","10,98%","0,97",120.500.000,250,1,"2.623,67","225,57","8,60%","0,00%","Alameda Araguaia, nº 2550 e Avenida Marcos Penteado de Ulhôa Rodrigues, nº 939  Alphaville"
363,TSNC11,Híbrido,"0,01","98.453,71%","104.026.000.000,00%","0,00",10.868,0,2,"687,10","801.670,47","116.673,97%","89,39%","Avenida General Valdomiro De Lima, 508, Jabaquara, Sao Paulo/SP, Brasil, 04344-070,Rua Castro Delgado, 188, Alto De Pinheiros, Sao Paulo/SP, Brasil, 05465-010"
364,UBSR11,Títulos e Val. Mob.,"102,50","11,57%","0,00%","1,07",2.710.270.000,0,0,"0,00","0,00","0,00%","0,00%",
365,URPR11,Outros,"97,00","10,13%","16,21%","0,97",1.132.500.000,2.351.550,0,"0,00","0,00","0,00%","0,00%",
366,VCJR11,Títulos e Val. Mob.,"89,47","12,80%","11,50%","0,94",1.317.350.000,2.172.350,0,"0,00","0,00","0,00%","0,00%",
367,VCRA11,Títulos e Val. Mob.,"96,99","8,45%","15,32%","0,94",445.564.000,562.648,0,"0,00","0,00","0,00%","0,00%",
368,VCRI11,Títulos e Val. Mob.,"8,66","12,09%","16,67%","0,90",153.917.000,406.790,0,"0,00","0,00","0,00%","0,00%",
369,VCRR11,Logística,"79,70","10,59%","10,08%","0,62",159.400.000,156.463,4,"2.637,44","61,49","2,33%","0,00%","Prof Ascendido Reis, 1300 - Vila Clementino/SP,Rua Loefgreen, 2527 - Vila Clementino/SP,Rua Gregório Serrão, 232 - Vila Mariana/SP,Rua Carlos Petit, 215 - Vila Mariana/SP"
370,VERE11,Outros,"257,00","12,54%","12,22%","0,70",146.727.000,0,4,"955,01","166,40","17,42%","16,52%","Av. Wilson Tavares Ribeiro, 1400, Condomínio de galpões logísticos no Condomínio de Galpões Sindi Investimentos, Contagem-MG,Rua Benjamin Jacob, 10, CEP 30430-290, Belo Horizonte-MG,Av. Dom Pedro II, 1900, CEP 30710-010, Belo Horizonte-MG,Av. Wilson Tavares Ribeiro, 1400, Contagem-MG"
371,VGHF11,Híbrido,"9,39","9,12%","13,36%","1,01",684.430.000,2.059.640,0,"0,00","0,00","0,00%","0,00%",
372,VGIA11,Títulos e Val. Mob.,"9,50","11,32%","18,47%","1,00",821.324.000,4.428.700,0,"0,00","0,00","0,00%","0,00%",
373,VGIP11,Títulos e Val. Mob.,"87,46","10,79%","12,03%","0,95",1.030.910.000,2.131.980,0,"0,00","0,00","0,00%","0,00%",
374,VGIR11,Títulos e Val. Mob.,"9,27","12,47%","15,84%","0,96",956.856.000,3.799.980,0,"0,00","0,00","0,00%","0,00%",
375,VIFI11,Títulos e Val. Mob.,"7,80","11,76%","9,53%","0,86",63.095.700,92.992,0,"0,00","0,00","0,00%","0,00%",
376,VILG11,Logística,"105,44","7,27%","7,75%","0,94",1.581.330.000,2.044.900,16,"2.676,10","245,31","9,17%","9,10%","Cidade de Cariacica, n° 10.288, km 290, RD. Governador Mario Covas - ES,Município de Serra, no estado do Espírito Santo,Rodovia Fernão Dias, km 933, Extrema - MG,Av. Marginal Rodovia dos Bandeirantes, Nº 800, Jundiaí - SP,Rodovia Br 316 - KM 23/24
Bairro Campestre - Benevides/PA,Cidade de Eldorado do Sul, na Av. Industrial Belgraf, n° 765 - RS,Avenida das Quaresmeiras, n. 200, Pouso Alegre - MG,Rodovia Armínio Guilherme, 82  Ipojuca, PE,Cidade Cachoeirinha, Rio Grande do Sul, RS 118, nº 12760,R. Almerim, 100, Guarulhos - SP,Rua Kida, 191 - Guarulhos - São Paulo, Rodovia BR-493 (RioMagé), km 3,5, Duque de Caxias - RJ,Rodovia Fernão Dias, km 891,5, Extrema - MG,Av. Dr. Kenkiti Shimomoto, Nº 1.678, Osasco - SP,Rodovia Castello Branco, km 57, em São Roque, SP,Est. Vargem do João Pinto, Fazenda Matão Gleba 2, Extrema - MG"
377,VINO11,Lajes Corporativas,"45,64","8,62%","8,54%","0,84",756.038.000,968.947,10,"11.751,20","1.157,27","9,85%","2,07%","Av. Bartolomeu Mitre, 336 CEP: 22.431-002 Rio de Janeiro - RJ - Brasil,Rua Oscar Freire, 585, Jardim Paulista, São Paulo/SP,Rua Cardeal Arcoverde nº 563, São Paulo - SP,Largo do Ibam, 1, Humaitá, Rio de Janeiro/RJ,Rua Evandro Carlos de Andrade, 160, São Paulo - SP,Rua Haddock Lobo, nº 347, São Paulo - SP,Rua Jaceru, 154, Vila Gertrudes, São Paulo/SP,Rua Corá, 2175, São Paulo/SP,Rua Mourato Coelho, 1404, na Vila Madalena, São Paulo/SP.,Alameda Araguaia, 617, Alphaville, Barueri/SP"
378,VISC11,Shoppings,"114,10","7,94%","8,10%","0,95",2.121.240.000,3.745.630,20,"3.555,31","305,02","8,58%","0,00%","Av. Washington Soares, 85 - Edson Queiroz, Fortaleza - CE,Rodovia Raposo Tavares, 23.500 - Lageadinho, Cotia-SP ,Rua Comendador Araujo, 731 - Curitiba - PR,Rua Barão de São Francisco, 236 - Rio de Janeiro/RJ,Av. Pereira Barreto, 42 - Santo André - SP,Av. Manoel Goulart, 2400 - Jardim das Rosas - Presidente Prudente - SP,Av. Prefeito Chiquilito Erse, 3288 - Porto Velho/RO,Trav. Padre Eutíquio, 1078  Belém - PA,Av. Historiador Rubens de Mendonça (Av. CPA), 3300 - Cuiabá/MT,Av. Carlos Jereissati, 100 - Maracanaú/CE,Estrada do Mendanha, 450 / 550 e 555  Rio de Janeiro  RJ,Av. Cristiano Machado, 4000 - União - Belo horizonte - MG,Av. Madre Benvenuta, 687 - Santa Mônica, Trindade - Florianópolis - SC,Av. Maestro Paulo e Silva, 400 - Rio de Janeiro - RJ,Avenida Governador Agamenon Magalhães, 153 - Sto Amaro, Recife - PE,Avenida Geremario Dantas, 404 - Rio de Janeiro - RJ,Avenida Coronel Fernando Ferreira Leite nº 1.540 - Ribeirão Preto/SP,Rua Jacy Teixeireira de Camargo, 940 - Campinas/SP,Avenida Doutor Olivio Lira, 353 - Praia da Costa, Vila Velha/ES,Avenida Luiz Viana, 8544 - Salvador - BA"
379,VIUR11,Outros,"8,21","11,28%","10,42%","0,89",221.228.000,454.505,8,"3.197,95","311,60","9,74%","0,00%","Rua Candido Benício, 1671, Jacarepaguá, Rio de Janeiro - RJ,Rua Oswaldo Cruz (Rua Grande), 415, Centro, São Luis  MA,Rua Santos Dumont, 888, Niterói, Canoas - RS,Avenida Dr. Cardoso de Melo, 1.200, Vila Olímpia, São Paulo - SP,Rua Orfanotrofio, 555, Porto Alegre, Porto Alegre - RS,Rua Candido Benício, 1671, Jacarepaguá, Rio de Janeiro - RJ,Estrada Municipal UNICAMP-Telebrás km 1, Cidade Universitária, Campinas - SP,Rua Luis Otavio, 1.313, Taquaral, Campinas - SP"
380,VLOL11,Lajes Corporativas,"98,00","6,78%","25,89%","0,88",174.913.000,16.719,0,"0,00","0,00","0,00%","0,00%","Rua Fidêncio Ramos, 302, Vila Olímpia, 04551-010, São Paulo - SP"
381,VOTS11,Títulos e Val. Mob.,"85,29","20,75%","14,44%","0,92",70.612.700,11.367,0,"0,00","0,00","0,00%","0,00%",
382,VRTA11,Títulos e Val. Mob.,"91,00","12,22%","13,04%","0,98",1.418.910.000,2.054.330,0,"0,00","0,00","0,00%","0,00%",
383,VSEC11,Títulos e Val. Mob.,"3,49","-50,80%","12,93%","1,04",218.945,0,0,"0,00","0,00","0,00%","0,00%",
384,VSHO11,Shoppings,"79,44","9,60%","9,35%","0,79",166.729.000,93.343,3,"2.171,54","376,18","17,32%","7,84%","Av. Visconde do Rio Branco, 360 - Centro, Niterói - RJ,Remanso Campineiro, Hortolândia - SP,R. Paiquerê, 200 - Jardim Paiquere, Valinhos - SP"
385,VSLH11,Outros,"5,11","13,83%","19,04%","0,51",152.606.000,432.876,0,"0,00","0,00","0,00%","0,00%",
386,VTLT11,Logística,"96,90","10,76%","10,44%","0,96",204.944.000,142.952,1,"796,52","97,09","12,19%","0,00%","Avenida Prefeito Domingos Mocelin Neto s/n, Borda do Campo, Quatro Barras, PR"
387,VVCR11,Títulos e Val. Mob.,"22,00","51,92%","1,39%","0,99",23.716.900,13.664,0,"0,00","0,00","0,00%","0,00%",
388,VVPR11,Híbrido,"101,50","8,99%","3,19%","1,04",234.036.000,0,6,"5.334,39","526,70","9,87%","0,00%","Estrada Do Capuava, 1000, Sem Complemento, Chacara Ondas Verdes, Cotia/SP, Brasil, 06715-725,Rodovia Ba535 Via Parafuso, Km 14, Cep 42849-000, S/n, Cep Correto: 42849-000, Polo Logístico, Camacari/BA, Brasil, 42800-331,Avenida Brigadeiro Faria Lima, 186, Sem Complemento, Pinheiros, Sao Paulo/SP, Brasil, 05426-200,Rua Ronald Cladstone Negri, 557, Sem Complemento, Polo De Alta Tecnologia De Campinas Polo I, Campinas/SP, Brasil, 13069-472,Avenida Beirario, 5777, Sem Complemento, Distrito Industrial Deputado Simao Da Cunha, Santa Luzia/MG, Brasil, 33040-260,Estrada De Sao Goncalo, S/ Nº, Altura Aproximada Do Km 530, Humildes , Feira De Santana/BA, Brasil, 44135-000"
389,VVRI11,Híbrido,"100,00","1,39%","2,96%","1,03",40.000.000,3.540,1,"4.606,06","38,25","0,83%","0,00%","Rua General Olimpio, 100, Santa Cruz, Rio De Janeiro/RJ, Brasil, 23515-126"
390,VXXV11,Outros,"1.001,00","-0,59%","0,00%","0,96",266.630.000,920.827,0,"0,00","0,00","0,00%","0,00%",
391,WHGR11,Híbrido,"9,18","9,84%","12,28%","0,91",230.322.000,863.254,0,"0,00","0,00","0,00%","0,00%",
392,WPLZ11,Shoppings,"63,80","8,35%","8,75%","0,73",65.123.700,3.478,1,"1.730,94","156,08","9,02%","14,96%","Av. Francisco Matarazzo s/n, Bloco B, São Paulo, SP"
393,WSEC11,Títulos e Val. Mob.,"88,00","5,67%","10,72%","0,87",21.617.300,17.513,0,"0,00","0,00","0,00%","0,00%",
394,WTSP11B,Híbrido,"35,05","-16,16%","4,26%","0,48",34.789.400,298,1,"2.849,50","127,16","4,46%","5,69%","Av. das Nações Unidas, 12551, 12555 e 12559"
395,XPCA11,Títulos e Val. Mob.,"9,56","6,76%","16,38%","1,01",435.201.000,2.012.130,0,"0,00","0,00","0,00%","0,00%",
396,XPCI11,Títulos e Val. Mob.,"86,74","9,29%","12,10%","0,92",754.773.000,1.854.400,0,"0,00","0,00","0,00%","0,00%",
397,XPCM11,Lajes Corporativas,"13,70","13,58%","11,49%","0,32",33.079.600,47.006,1,"1.522,71","0,00","0,00%","85,00%","Av Pr Aristeu Ferreira da Silva,370,Cavaleiros,Macaé-RJ"
398,XPHT11,Hotel,"125,00","4,69%","11,60%","1,26",475.580.000,65.254,12,"23.231,30","1.234,38","5,31%","41,99%","Av. Mariano Torres, 927 - Centro, Curitiba - PR,R. Joinville, 515 - Ibirapuera - São Paulo - SP,Rua Garibaldi, 633 - Floresta - Porto Alegre - RS,Av. Martiniano do Valle Filho, 355 - Londrina - PR,Av. São Pedro, 2300 - Engenho Braun - Chapecó - SC,Av. Rocha Pombo, 2600 - Águas Belas, São José dos Pinhais - PR,Avenida Severo Dullius, 2055 - Anchieta - Porto Alegre - RS,Av. Republica Argentina, 1834 - Vila Maracanã - Foz do Iguaçu - PR,R. Mathias Velho, 235 - Centro, Canoas - RS,Rua Paulo Zimmermann, 142 - Centro - Blumenau - SC,Rua Dr. Pedrosa, 288 - Centro - Curitiba - PR,R. Eduardo Viana, 163 - Barra Funda, São Paulo - SP"
399,XPIN11,Outros,"79,98","8,92%","9,50%","0,78",571.891.000,414.039,99,"2.148,91","201,42","9,37%","12,53%","Rod Dom Pedro I, km 87,5, Ponte Alta, 12954-275,Av. Tégula, 888, Ponte Alta, 12952-824,Estrada Municipal Antonio Agostinho Barbosa, nº 1300, Gleba ""B"", CEP 37640-000,Rua Kanebo, 175, bairro Distrito Federal,Rua Kanebo, 175, bairro Distrito Federal,Estrada Municipal Alberto Tofanin, km 5,5, Bairro do Pinhal,Estrada Municipal Alberto Tofanin, km 5,5, Bairro do Pinhal,Rod Dom Pedro I, km 87,5, Ponte Alta, 12954-275,Rod Dom Pedro I, km 87,5, Ponte Alta, 12954-261,Av. Tégula, 888, Ponte Alta, 12952-821,Rua Kanebo, 175, bairro Distrito Federal,Rua Kanebo, 175, bairro Distrito Federal,Rod Dom Pedro I, km 87,5, Ponte Alta, 12954-261,Rod Dom Pedro I, km 87,5, Ponte Alta, 12954-277,Rod Dom Pedro I, km 87,5, Ponte Alta, 12954-261,Avenida Tégula, 888, Atibaia - SP, CEP: 12952-820,Estrada Municipal Alberto Tofanin, km 5,5, Bairro do Pinhal, Atibaia / Jarinú, SP
Estrada Municipal Al,Rua Kanebo, 175, bairro Distrito Federal,Rodovia Anhanguera, km 61 - Bairro castanho,Rod Dom Pedro I, km 87,5, Ponte Alta, 12954-261,Avenida Tégula, 888, bairro Ponte Alta,Rodovia Dom Pedro I, km 90,Rua Kanebo, 175, bairro Distrito Federal,Rodovia Anhanguera, km 61 - Bairro castanho,Rod Dom Pedro I, km 87,5, Ponte Alta, 12954-275,Av. Tégula, 888, Ponte Alta, 12952-824,Rodovia Dom Pedro I, km 90,Rua Kanebo, 175, bairro Distrito Federal,Rua Kanebo, 175, bairro Distrito Federal,Estrada Municipal Alberto Tofanin, km 5,5, Bairro do Pinhal,Rod Dom Pedro I, km 87,5, Ponte Alta, 12954-275,Av. Tégula, 888, Ponte Alta, 12952-824,Estrada Luiz Lopes Neto, 738, Extrema - MG, CEP: 12954-260,Rua Kanebo, 175, bairro Distrito Federal,Rua Kanebo, 175, bairro Distrito Federal,Estrada Municipal Alberto Tofanin, km 5,5, Bairro do Pinhal,Estrada Municipal Alberto Tofanin, km 5,5, Bairro do Pinha,Rod Dom Pedro I, km 87,5, Ponte Alta, 12954-275,Rod Dom Pedro I, km 87,5, Ponte Alta, 12954-261,Av. Tégula, 888, Ponte Alta, 12952-820,Rua Kanebo, 175, bairro Distrito Federal,Rua Kanebo, 175, bairro Distrito Federal,Rod Dom Pedro I, km 87,5, Ponte Alta, 12954-261,Estrada Municipal Alberto Tofanin, km 5,5, Bairro do Pinhal,Rod Dom Pedro I, km 87,5, Ponte Alta, 12954-278,Rod Dom Pedro I, km 87,5, Ponte Alta, 12954-261,Avenida Tégula, 888, Atibaia - SP, CEP: 12952-820,Estrada Municipal Alberto Tofanin, km 5,5, Bairro do Pinhal, Atibaia / Jarinú, SP
Estrada Municipal Al,Rua Kanebo, 175, bairro Distrito Federal,Rod Dom Pedro I, km 87,5, Ponte Alta, 12954-261,Rod Dom Pedro I, km 87,5, Ponte Alta, 12954-273,Rod Dom Pedro I, km 87,5, Ponte Alta, 12954-261,Avenida Tégula, 888, bairro Ponte Alta,Estrada Municipal Alberto Tofanin, km 5,5, Bairro do Pinhal, Atibaia / Jarinú, SP
Estrada Municipal Al,Rua Kanebo, 175, bairro Distrito Federal,Rodovia Anhanguera, km 61 - Bairro castanho,Rod Dom Pedro I, km 87,5, Ponte Alta, 12954-275,Av. Tégula, 888, Ponte Alta, 12952-826,Rodovia Dom Pedro I, km 90,Rua Kanebo, 175, bairro Distrito Federal,Rua Kanebo, 175, bairro Distrito Federal,Estrada Municipal Alberto Tofanin, km 5,5, Bairro"
